Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Infinant Health,https://www.infinanthealth.com/,Davis,,,Probiotic Bacteria,,BPG,1099
Infinimmune,https://www.infinimmune.com/,Alameda,,,Human Antibody Therapeutics,,BPG,1100
Infinity Neuro,https://www.infinity-neuro.com/,Lake Forest,,,Device to treat stroke,,BPG,1101
Infixion Bioscience,https://www.infixionbio.com/,San Diego,,,Neurofibromatosis Type 1 Treatments,,BPG,1102
Inflammatix,https://inflammatix.com/,Sunnyvale,,,Sepsis Diagnostics,,BPG,1103
Inhibrx Biosciences,https://inhibrx.com/,La Jolla,,,"Antibodies, Fusion Proteins",,BPG,1104
Initial Therapeutics,https://initialtx.com/,South SF,,,Selective Termination of protein Synthesis Platform,,BPG,1105
InjectSense,https://www.injectsense.com/,Emeryville,,,In-vivo monitoring of intra-ocular pressure to assess glaucoma therapy effectiveness,,BPG,1106
Inkspace Imaging,https://www.inkspaceimaging.com/,Pleasanton,,,MRI Body Array,,BPG,1107
InnoPep,https://www.innopep.com/,San Diego,,,Custom Peptides,,BPG,1108
Innophore,https://innophore.com/,San Francisco,,,Structural Sequencing Software and AI,,BPG,1109
Innova Vascular,https://innovavascular.com/,Irvine,,,Catheter systems for non-surgical removal of blood clots in the peripheral vasculature,,BPG,1110
Innovative Device Technologies,https://idtechllc.com/,Fremont,,,Product Development,,BPG,1111
Innovative NeuroTechnologies,https://innovneurotech.com/,Irvine,,,Biologics for Neuro,,BPG,1112
Innovex Biosciences,https://innovexbio.com/,Richmond,,,Research products,,BPG,1113
Innovo Therapeutics,https://innovotherapeutics.com/,San Diego,,,AI Drug Discovery,,BPG,1114
Inocras,https://inocras.com/,La Jolla,,,Genomic Analysis,,BPG,1115
Inovio Pharmaceuticals,https://inovio.com/,San Diego,,,DNA Vaccines,,BPG,1116
Inquis Medical,https://inquismedical.com/,Menlo Park,,,Venous thromboembolism treatment,,BPG,1117
Insamo,https://www.insamo.com/,Berkeley,,,Membrane-permeable & orally available cyclic-peptides,,BPG,1118
Inscopix,https://inscopix.com/,Mountain View,,,Miniature Microscope,,BPG,1119
InsightRX,https://www.insight-rx.com/,San Francisco,,,Dosing Model,,BPG,1120
Intact Therapeutics,https://intacttherapeutics.com/,Palo Alto,,,GI Therapies,,BPG,1121
Intarcia Therapeutics,http://www.intarcia.com/,,,,,"Intarcia Therapeutics is an American biopharmaceutical company based in Boston, MA and incorporated under the laws of Delaware.",Wikipedia,1122
Integra LifeSciences,https://www.integralife.com/,San Diego,,,Medical Devices,,BPG,1123
Integrated Biosciences,https://integratedbiosciences.com/,San Carlos,,,Synthetic biology technology to discover drugs targeting stressed cells,,BPG,1124
