Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Epirium Bio,https://epirium.com/,Sacramento,,,Mitochondria Targeting,,BPG,854
Epitope Diagnostics,https://www.epitopediagnostics.com/,San Diego,,,Esoteric Immunoassay Kits,,BPG,855
Equillium,https://www.equilliumbio.com/home/default.aspx,La Jolla,,,Monoclonal Antibody Therapies,,BPG,856
Erasca,https://www.erasca.com/,San Diego,,,Cancer Therapies,,BPG,857
Ermaris Bio,https://ermarisbio.com/,Oakland,,,Treatments for Blindness,,BPG,858
Ernexa Therapeutics,https://www.ernexatx.com/,San Diego,,,mRNA Technology,,BPG,859
Escient Pharmaceuticals,https://www.escientpharma.com/,San Diego,,,GPCR-targeted Drugs,,BPG,860
Esperion Therapeutics,http://www.esperion.com/,,,,,"Esperion Therapeutics, Inc.",Wikipedia,861
Esperto Medical,https://www.esperto.health/,Irvine,,,Sonic Blood Pressure Measurement,,BPG,862
Estrella Immunopharma,https://www.estrellabio.com/,Emeryville,,,Combining CD19-Redirected ARTEMIS T Cells with cancer-labeling technology,,BPG,863
Etaluma,https://etaluma.com/,Carlsbad,,,"Cell Imaging, Microscopes",,BPG,864
Eton Bioscience,https://etonbio.com/,San Diego,,,"Research Reagents, Kits, Peptides, Services, etc.",,BPG,865
Eugit Therapeutics,https://www.eugittx.com/,San Carlos,,,Tissue Targeting Therapies,,BPG,866
Eumentis Therapeutics,https://eumentistx.com/,Solana Beach,,,Novel therapeutics for the treatment of neuropsychiatric diseases,,BPG,867
Eureka Therapeutics,https://www.eurekatherapeutics.com/,Emeryville,,,Antibodies,,BPG,868
Evercrisp Biosciences,https://evercrispbiosciences.com/,South SF,,,Miniproteins for receptor-mediated delivery of protein and oligonucleotide payloads,,BPG,869
Everest Detection,https://everestdetection.com/,San Francisco,,,Cancer Diagnosis,,BPG,870
Evidation Health,https://evidation.com/,San Mateo,,,Behavioral Data Collection,,BPG,871
Evident Vascular,https://evidentvascular.com/,San Jose,,,Intravascular Ultrasound,,BPG,872
Evofem Biosciences,https://www.evofem.com/,San Diego,,,Women's health,,BPG,873
Evoke Pharma,https://evokepharma.com/,Solana Beach,,,"GI Products, 505(b)(2)",,BPG,874
Evommune,https://www.evommune.com/,Palo Alto,,,Human Skin Model for Drug Discovery,,BPG,875
Exact Sciences Corp.,http://www.exactsciences.com/,,,,,"Exact Sciences Corp. is an American molecular diagnostics company based in Madison, Wisconsin specializing in the detection of early stage cancers.",Wikipedia,876
Exagen Diagnostics,https://exagen.com/,Vista,,,Diagnostics,,BPG,877
Exai Bio,https://www.exai.bio/,Palo Alto,,,Liquid Biopsy,,BPG,878
Excellergy,https://excellergy.com/,Palo Alto,,,allergic Effector Cell Response Inhibitors,,BPG,879
Excellos,https://excellos.com/,San Diego,,,Cell & Gene Therapy CDMO,,BPG,880
Exceltox Laboratories,https://www.exceltox.com/,Irvine,,,Pharmacogenomic testing,,BPG,881
ExcepGen,https://www.excepgen.com/,San Francisco,,,RNA Therapeutics Platform,,BPG,882
Excision BioTherapeutics,https://www.excision.bio/,San Francisco,,,Gene Editing,,BPG,883
Exelixis,https://www.exelixis.com/,Alameda,,,Small Molecules,,BPG,884
Exo Imaging,https://www.exo.inc/,Santa Clara,,,Ultrasound Platform,,BPG,885
Expanding Innovations,https://expandinginnovations.com/,Mountain View,,,Non-screw based expandable cage technology,,BPG,886
Expanesthetics,https://www.expanesthetics.com/,Davis,,,Next-generation inhaled general anesthetics and non-opioid analgesics,,BPG,887
Expert Chemical Analysis,http://ecalab.com/,San Diego,,,Analytical Testing & Consulting,,BPG,888
Expert Systems,https://www.expertsystems.inc/,San Diego,,,AI Drug Discovery,,BPG,889
Exploratory Science Center,https://www.merckbostonsymposium.com,,,,,"The Exploratory Science Center (ESC) is a pharmaceutical company based in Cambridge, MA.",Wikipedia,890
Expression Systems,https://expressionsystems.com/,Davis,,,Baculovirus Expression,,BPG,891
Eyconis,https://www.eyconis.com/,Redwood City,,,"Novel, best-in-class therapeutics for eye diseases",,BPG,892
EyePoint Pharmaceuticals,https://eyepointpharma.com/,,,,,EyePoint Pharmaceuticals Inc.,Wikipedia,893
Eyenuk,https://www.eyenuk.com/us-en/,Woodland Hills,,,AI Eye Screening,,BPG,894
FAScinate Therapeutics,https://www.fascinatetherapeutics.com/,San Diego,,,Parkinson's Treatment,,BPG,895
FFA Sciences,https://ffasciences.com/,San Diego,,,Proteins and Probes,,BPG,896
FLAVORx,http://flavorx.com/,,,,,"FLAVORx is a private company based in Columbia, Maryland, United States that supplies sugar-free, hypoallergenic, and inert medicine flavorings and flavoring systems to pharmacies.",Wikipedia,897
Fabre-Kramer Pharmaceuticals,https://www.fabrekramer.com,,,,,Fabre-Kramer Pharmaceuticals is a pharmaceutical company that specializes in the development of psychotropic drugs.,Wikipedia,898
Fabric Genomics,https://fabricgenomics.com/,Oakland,,,Computational genomics,,BPG,899
Factorial Biotechnologies,https://factorial.bio/,San Carlos,,,Diagnostics,,BPG,900
Faeth Therapeutics,https://www.faeththerapeutics.com/,San Francisco,,,Nutrition Program to Enhance Cancer Therapy,,BPG,901
Farbridge Pharma Consulting,https://www.farbridgepharma.com/,San Diego,,,Pharmaceutical Consulting,,BPG,902
Fate Therapeutics,https://www.fatetherapeutics.com/,San Diego,,,Stem Cell-Modulating Therapeutics,,BPG,903
Fauna Bio,https://www.faunabio.com/,Emeryville,,,Cross-Mammalian Genomics for Human Health,,BPG,904
Fe Pharmaceuticals,https://www.fepharm.com/,Redwood City,,,Iron-binding Copolymer,,BPG,905
FemCap,https://femcap.com/,Del Mar,,,Cervix-Covering Birth Control Device,,BPG,906
FemDx Medsystems,https://www.femdxmed.com/,Santa Clara,,,Falloposcope,,BPG,907
FemtoDx,https://www.femtodx.com/,Beverly Hills,,,Heart Failure Diagnosis & Monitoring,,BPG,908
Ferrum Health,https://ferrumhealth.com/,Sunnyvale,,,Radiology AI platform,,BPG,909
FibrAlign,https://www.fibralignbio.com/,Union City,,,"Collagen-based matrices, which can mimic different tissue patterns",,BPG,910
FibroGen,https://www.fibrogen.com/,San Francisco,,,"Biologics, Small Molecules",,BPG,911
Firefly Bio,https://fireflybiologics.com/,South SF,,,Degrader-antibody conjugates,,BPG,912
Fist Assist Devices,https://fistassistdevices.com/,Los Altos,,,Vein Compression Device,,BPG,913
Flexion Therapeutics,http://www.flexiontherapeutics.com,,,,,"Flexion Therapeutics, Inc.",Wikipedia,914
Flightpath Biosciences,https://flightpath.bio/,Berkeley,,,Reformulations for Tick-borne Diseases,,BPG,915
Florica Therapeutics,https://floricatherapeutics.com/,Livermore,,,Exosome-based therapeutics to increase lifespan and deter neurological diseases of aging,,BPG,916
Fluxergy,https://www.fluxergy.com/,Irvine,,,Diagnostic Lab-in-a-box,,BPG,917
Fluxus,https://www.fluxus.bio/,Sunnyvale,,,"Photonics, engineering, chip fabrication, assay development, and reagent manufacturing",,BPG,918
Foothill Scientific Associates,https://www.foothillscientific.com/,Lake Forest,,,"Corporate / product development, technical management, and US funding for drug/device development",,BPG,919
Forcyte Biotechnologies,https://forcytebio.com/,Los Angeles,,,Automated single-cell contractility screening,,BPG,920
FormuMax,https://www.liposomeexpert.com/,Sunnyvale,,,"Liposomes, transfection supplies",,BPG,921
Formurex,http://www.formurex.com,Stockton,,,Contract Research,,BPG,922
Fortis Therapeutics,https://fortistx.com/,La Jolla,,,Antibody-drug Conjugate,,BPG,923
Fortress Biotech,https://www.fortressbiotech.com/,,,,,"Fortress Biotech Inc., commonly known as Fortress Bio, is a biopharmaceutical company that acquires, develops, and commercializes innovative pharmaceutical and biotechnology products.",Wikipedia,924
Fountain Therapeutics,https://www.fountaintx.com/,South SF,,,AI-based drug screening platform for age-related therapies,,BPG,925
Fractyl Health,http://fractyl.com,,,,,"Fractyl Health is a Burlington, Massachusetts-based healthcare company focused on metabolic diseases like obesity and type 2 diabetes.",Wikipedia,926
Freedom Biosciences,https://www.freedombio.co/,Los Angeles,,,"Psychedelics, ketamine",,BPG,927
Freenome,https://www.freenome.com/,South SF,,,Cancer Diagnostics,,BPG,928
Frontage,https://www.frontagelab.com/,Hayward,,,"Contract Research & Development, Clinical Services, CMC Services",,BPG,929
Frontier Bio,https://www.frontierbio.com/,Hayward,,,Engineered Tissues for Medical Testing,,BPG,930
Frontier Medicines,https://frontiermeds.com/,South SF,,,Drug Discovery Using Chemoproteomics Platform,,BPG,931
Fujifilm Diosynth,https://fujifilmbiotechnologies.fujifilm.com/,Thousand Oaks,,,Biologics Development & Manufacturing,,BPG,932
Fujirebio Diagnostics,https://www.fujirebio.com/en,Sunnyvale,,,Biomarkers,,BPG,933
FzioMed,https://www.fziomed.com/,San Luis Obispo,,,Surgical Adhesion Barrier,,BPG,934
G-Tech Medical,https://www.gtechmedical.com/,Mountain View,,,EKG for the gut,,BPG,935
G. D. Searle & Company,http://pfizer.com/,,,,,"G. D. Searle & Company (often referred to as Searle) was an American pharmaceutical company, now owned by Pfizer.",Wikipedia,936
GABAeron,https://gabaeron.com/,San Francisco,,,"Stem-Cell Based Therapy for Alzheimer's, Small Molecules",,BPG,938
GATC Health,https://gatchealth.com/,Irvine,,,AI-powered multiomics platform for rapid drug discovery,,BPG,939
GE HealthCare,http://www.gehealthcare.com,,,,,"GE Healthcare Technologies, Inc. is an American health technology company based in Chicago, Illinois.",Wikipedia,940
GEn1E Lifesciences,https://www.gen1e.com/,Palo Alto,,,Rare Diseases,,BPG,941
GIOSTAR,https://www.giostar.com/,San Diego,,,Stem Cell Therapies,,BPG,942
GL Technologies,https://www.gl-tec.com/,San Diego,,,Calibration Services,,BPG,943
GRAIL,https://grail.com/,Menlo Park,,,Cancer diagnostics,,BPG,944
GRI Bio,https://gribio.com/,La Jolla,,,Liver Disease Small Molecule,,BPG,945
GT Apeiron,https://www.apeiron-bio.com/,Burlingame,,,AI Drug Development,,BPG,946
GT Biopharma,https://www.gtbiopharma.com/,San Francisco,,,"Antioxidant Therapeutics, Antibodies",,BPG,947
GTx Incorporated,http://www.gtxinc.com/,,,,,"GTx, Inc. was a pharmaceutical company working on drugs in the selective estrogen receptor modulator (SERM) and selective androgen receptor modulator (SARM) classes.",Wikipedia,948
Gaba Therapeutics,https://www.gabarx.com/,Newport Beach,,,Small Molecule,,BPG,949
Galena Biopharma,http://www.sellaslifesciences.com/,,,,,"Galena Biopharma, Inc. (originally RXi Pharmaceuticals) was a publicly traded pharmaceutical company based in San Ramon, California. The company was founded in Worcester, Massachusetts.",Wikipedia,950
Galvani Bioelectronics,https://galvani.bio/,South SF,,,"Miniaturized, implantable devices",,BPG,951
Galvanize Therapeutics,https://galvanizetx.com/,San Carlos,,,Bronchoscopic therapy that delivers non-thermal pulsed electric fields to the airways,,BPG,952
Ganymede,https://www.ganymede.bio/,Palo Alto,,,Lab Automation,,BPG,953
