Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Design Therapeutics,https://www.designtx.com/,Carlsbad,,,Drugs targeting disorders caused by nucleotide-repeat expansions,,BPG,732
Dexcom,https://www.dexcom.com/en-us,San Diego,,,Glucose Monitors,,BPG,733
Dextera Biosciences,https://dexterabio.com/,Berkeley,,,Synthetic D-Proteins,,BPG,734
DiNAQOR,https://www.dinaqor.com/,Laguna Hills,,,Gene Therapy for Heart Conditions,,BPG,735
DiaCarta,https://www.diacarta.com/,Hayward,,,Molecular Diagnostics Tests,,BPG,736
Diablo Clinical Research,https://diabloclinical.com/,Walnut Creek,,,Clinical Research,,BPG,737
Diadem Biotherapeutics,https://diadembio.com/,Torrance,,,Exosome Immunotherapy,,BPG,738
Diagnologix,https://www.diagnologix.com/,San Diego,,,Diagnostics,,BPG,739
Diagnostic BioSystems,https://dbiosys.com/,Pleasanton,,,"Immunohistochemistry, in-vitro Diagnostics",,BPG,740
Diality,https://www.diality.com/,Irvine,,,Hemodialysis System,,BPG,741
Diazyme Laboratories,https://www.diazyme.com/,Poway,,,Diagnostic Reagents,,BPG,742
Differentia Biotech,https://differentiabio.com/,South SF,,,Modeling & simulation Technology,,BPG,743
Diffuse Bio,https://www.diffuse.bio/,Menlo Park,,,Generative AI for Protein Design,,BPG,744
Diffusion Pharmaceuticals,http://www.diffusionpharma.com,,,,,"Diffusion Pharmaceuticals Inc (NASDAQ:DFFN) is a publicly traded biotechnology and drug development company based in Charlottesville, Virginia, U.S.",Wikipedia,745
Discover Echo,https://discover-echo.com/,San Diego,,,Microscopy,,BPG,746
Dispatch Bio,https://dispatchbio.com/,San Francisco,,,Immuno-oncology,,BPG,747
Dow Development Labs,https://www.dowdevelopmentlabs.com/,Petaluma,,,"Formulation Development, Clinical Manufacturing, Supplies",,BPG,748
Dren Bio,https://www.drenbio.com/,Foster City,,,Protein Therapeutics,,BPG,749
Dualitas Therapeutics,https://www.dualitastx.com/,South SF,,,Bispecific antibodies for immune and inflammatory diseases,,BPG,750
Durect,https://www.durect.com/,Cupertino,,,Drug Delivery,,BPG,751
DxTerity,https://dxterity.com/,Torrance,,,Genomic Testing,,BPG,752
DyAnsys,https://www.dyansys.com/,San Mateo,,,Percutaneous electrical neurostimulation device,,BPG,753
Dynavax Technologies,https://www.dynavax.com/,Emeryville,,,"Synthetic oligonucleotides vaccines, adjuvants",,BPG,754
Dyve Biosciences,https://dyvebio.com/,Camarillo,,,Topicals,,BPG,755
EAG Laboratories,https://www.eag.com/industry/pharmaceuticals/,El Segundo,,,Analytical & Synthesis Services,,BPG,756
EBR Systems,https://www.ebrsystemsinc.com/,Sunnyvale,,,Wireless Cardiac Stimulation,,BPG,757
EGeen,https://egeeninc.com/,Mountain View,,,Clinical Research,,BPG,758
EOC Pharma,https://www.eocpharma.com/,Westlake Village,,,In licensing for Chinese market,,BPG,759
EPOK Therapeutics,https://epoktherapeutics.com/,Hayward,,,EPOR receptor agonist,,BPG,760
EV Therapeutics,https://www.evtherapeutics.com/,La Jolla,,,Extracellular Vesicle Delivery,,BPG,761
EXONBIO,https://exonbio.com/,Carlsbad,,,Monoclonal antibody discovery with single plasma cell interrogation (SPIN®) technology from immunized animals,,BPG,762
Eargo,https://www.eargo.com/,San Jose,,,Hearing Aids,,BPG,763
Earli,https://www.earli.com/,Redwood City,,,Early cancer biomarker detection,,BPG,764
EarlyDx,https://earlydx.com/,Agoura Hills,,,Liquid Biopsy,,BPG,765
EchoPixel,https://echopixeltech.com/,San Jose,,,3D Surgical Imaging,,BPG,766
Eclipse Bioinnovations,https://eclipsebio.com/,San Diego,,,RNA Products & Services,,BPG,767
Eclipse Regenesis,https://eclipseregenesis.com/,Mountain View,,,Tissue-Growing Device for Short Bowel Syndrome,,BPG,768
Edan Diagnostics,https://www.edandiagnostics.com/,San Diego,,,Diagnostic Instruments,,BPG,769
Edge BioSystems,https://edgebio.com/en,San Jose,,,Sequencing Dyes,,BPG,770
EditCo Bio,https://www.editco.bio/,Redwood City,,,"Cell Engineering Platform, guide RNAs and made-to-order edited cells",,BPG,771
Editas Medicine,http://editasmedicine.com,,,,,"Editas Medicine, Inc., (formerly Gengine, Inc.), is a clinical-stage biotechnology company which is developing therapies for rare diseases based on CRISPR gene editing technology.",Wikipedia,772
Editpep,https://www.editpep.bio/,Berkeley,,,CRISPR Therapies,,BPG,773
Edwards Lifesciences,https://www.edwards.com/,Irvine,,,Medical Devices,,BPG,774
Efemoral Medical,https://efemoralmedical.com/,Los Altos,,,Bioresorbable Therapies,,BPG,775
EicOsis,https://www.eicosis.com/,Davis,,,Inhibitors to a the soluble epoxide hydrolase,,BPG,776
Eicos Sciences,https://www.eicossciences.com/,San Mateo,,,Prostacyclins,,BPG,777
Eidogen-Sertanty,http://www.eidogen-sertanty.com/,Oceanside,,,Drug Discovery Software,,BPG,778
Eigen Therapeutics,https://www.eigentx.com/,Redwood City,,,Cancer Priming Therapies,,BPG,779
Eikon Therapeutics,https://www.eikontx.com/,Millbrae,,,Single Particle Tracking,,BPG,780
Eko Devices,https://www.ekohealth.com/,Emeryville,,,Digital Stethoscope,,BPG,781
Ekso Bionics,https://eksobionics.com/,San Rafael,,,Exoskeleton,,BPG,782
Elanco,https://www.elanco.com,,,,,Elanco Animal Health Incorporated is an American pharmaceutical company which produces medicines and vaccinations for pets and livestock.,Wikipedia,783
Electra Therapeutics,https://electra-therapeutics.com/,South SF,,,Therapies for immunological diseases and cancer,,BPG,784
Eledon Pharmaceuticals,https://eledon.com/,Irvine,,,ENT Treatments,,BPG,785
Elegen,https://elegenbio.com/,San Carlos,,,DNA writing,,BPG,786
Element,https://www.element.com/life-sciences,Concord,,,"Global life sciences services. Benefit from CDMO, CRO, analytical, and central lab support.",,BPG,787
Element Biosciences,https://www.elementbiosciences.com/,San Diego,,,"Genetic analysis tools, Sequencing Tools",,BPG,788
Element Science,https://elementscience.com/,San Francisco,,,Wearable device to prevent cardiac death,,BPG,789
Elevalue Laboratories,https://elevaluelab.com/,Berkeley,,,Contract Cell & Gene Therapy and Biologics,,BPG,790
Elevate Movement,https://www.elevatemovement.com/,Carlsbad,,,External Orthopedics Support Devices,,BPG,791
Elevation Spine,https://www.elevationspine.com/,Monterey,,,Spinal Fusion Device,,BPG,792
Eli Lilly,https://www.lilly.com/,San Diego,,,Biologics Discovery,,BPG,793
Eliaz Therapeutics,https://www.eliaztherapeutics.com/,Santa Rosa,,,Extracorporeal Galectin-3 Removal,,BPG,794
Elim Biopharm,https://www.elimbio.com/,Hayward,,,Life Science Services,,BPG,795
Elios Vision,https://eliosvision.com/,Los Angeles,,,Glaucoma Procedure,,BPG,796
Eliquent Life Sciences,https://eliquent.com/,San Francisco,,,Regulatory & Compliance Consulting,,BPG,797
Elixir Medical,https://elixirmedical.com/,Milpitas,,,Stents,,BPG,798
Eluciderm,https://www.eluciderm.com/,San Diego,,,Regenerative Dermatology,,BPG,799
Elutia,https://elutia.com/,Richmond,,,Drug-eluting biomatrix,,BPG,800
Emboline,https://emboline.com/,Santa Cruz,,,Total Embolic Protection Catheter,,BPG,801
Embolx,https://embolx.com/,Sunnyvale,,,Microcatheters for arterial embolization procedures,,BPG,802
Emergent BioSolutions,https://www.emergentbiosolutions.com,,,,,"Emergent BioSolutions Inc. is an American multinational specialty biopharmaceutical company headquartered in Gaithersburg, Maryland.",Wikipedia,803
EmeritusDX,https://emeritusdx.com/,Lake Forest,,,Cancer Diagnostics,,BPG,804
Emerzene,https://emerzene.com/,Vacaville,,,Non-addictive Pain Medicine,,BPG,805
Emmaus Life Sciences,https://www.emmausmedical.com/,Torrance,,,Oral amino acid treatment,,BPG,806
Emmecell,https://www.emmecell.com/,Menlo Park,,,Cell Therapies for Ophthalmology,,BPG,807
Empirical Spine,https://www.limiflex.com/,San Carlos,,,Spinal Stenosis Device,,BPG,808
Empirico,https://www.empiri.co/,San Diego,,,Genetics-Based Drug Discovery,,BPG,809
EnGen Bio,https://www.engenbio.com/,Redwood City,,,M1-targeting Flu Treatments,,BPG,810
Enable Biosciences,https://www.enablebiosciences.com/,South SF,,,Antibody Detection,,BPG,811
Enable Medicine,https://www.enablemedicine.com/,Menlo Park,,,Spatial Biology,,BPG,812
Enabled Therapeutics,https://enabledtherapeutics.com/,San Francisco,,,Small Molecule Captons,,BPG,813
Encellin,https://www.encellin.com/,Mountain View,,,Ultra thin-film implantable cell delivery system,,BPG,814
Encoded Therapeutics,https://encoded.com/,South SF,,,Gene Therapy,,BPG,815
Encodia,https://www.encodia.com/,San Diego,,,Protein Analysis Technologies,,BPG,816
Encoll,https://encoll.com/,Fremont,,,Collagen products,,BPG,817
Endeavor BioMedicines,https://endeavorbiomedicines.com/,San Diego,,,Hedgehog signaling pathway inhibitor,,BPG,818
Endiatx,https://endiatx.com/,Hayward,,,Pill-sized Robot,,BPG,819
EndoCyclic Therapeutics,https://www.endocyclictherapeutics.com/,Irvine,,,Endometriosis Therapies,,BPG,820
Endocrine Technologies,https://endocrinetech.com/,Newark,,,"Peptide synthesis, ELISA kits",,BPG,821
Endocyte,http://endocyte.com/,,,,,"Endocyte is a biopharmaceutical company established in 1996 and headquartered in West Lafayette, Indiana, a resident of the Purdue Research Park.",Wikipedia,822
Endogena Therapeutics,https://endogena.com/,San Francisco,,,Regenerative Medicine,,BPG,823
Endologix,https://endologix.com/,Irvine,,,Medical Devices,,BPG,824
Endometrics,https://endometrics.us/,San Francisco,,,Non-invasive test for endometriosis,,BPG,825
Endonovo Therapeutics,https://endonovo.com/,Woodland Hills,,,"Electrical, non-invasive therapeutic devices",,BPG,826
Endovascular Engineering,https://endovascularengineering.com/,Menlo Park,,,Thrombectomy Device,,BPG,827
Endpoint Health,https://endpointhealth.com/,Palo Alto,,,Personalized Medicine,,BPG,828
Endurance Bio,https://www.endurance-bio.com/,San Francisco,,,Oral Small Molecules,,BPG,829
Endure Biotherapeutics,https://endurebio.com/,San Diego,,,Engineered Native Bacteria,,BPG,830
Engage Bio,https://www.engagebio.com/,San Carlos,,,Tethosome Gene Therapy,,BPG,831
Engine Biosciences,https://www.enginebio.com/,Redwood City,,,AI & genomics,,BPG,832
Engrail Therapeutics,https://www.engrail.com/,San Diego,,,Treatments for Life-Limiting Diseases,,BPG,833
Enlaza Therapeutics,https://enlazatx.com/,La Jolla,,,Covalent Biologics,,BPG,834
Enoda Cellworks,https://www.enoda.bio/,Menlo Park,,,Cell Therapy,,BPG,835
EnquBio,https://www.enqubio.com/,San Diego,,,Contract Research & Services,,BPG,836
Ensho Therapeutics,https://www.enshorx.com/,San Francisco,,,Small Molecules Targeting IBD,,BPG,837
Ensigna Biosystems,https://ensigna.com/,Alameda,,,Lab Services,,BPG,838
Enspectra Health,https://www.enspectrahealth.com/,Mountain View,,,Cell Imaging Device,,BPG,839
