Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Cirtec Medical,https://www.cirtecmed.com/,Los Gatos,,,Contract Medical Devices,,BPG,610,"101 Cooper Ct, Los Gatos, CA 95032, USA",Cirtec Medical,http://www.cirtecmed.com/,0.9999999999999999,37.2403444,-121.9730265
Clara Health,https://www.clarahealth.com/,San Diego,,,Clinical Trial Patient Recruitment & Retention Platform,,BPG,613,"188 King St PH3, San Francisco, CA 94107, USA",Clara Health,https://www.clarahealth.com/,0.9999999999999999,37.7786357,-122.3918135
Clarity Genomics,https://www.clarity-genomics.com/,San Diego,,,Genomic Analysis,,BPG,614,"501 W Broadway Suite 800 PMB #42, San Diego, CA 92101, USA",Clarity Genomics,http://www.clarity-genomics.com/,0.9999999999999999,32.7150822,-117.1677884
Clear Labs,https://www.clearlabs.com/,San Carlos,,,Automated Next-Generation Sequencing Platforms for Pathogen Detection and Genomic Surveillance,,BPG,615,"1559 Industrial Rd, San Carlos, CA 94070, USA",Clear Labs,https://www.clearlabs.com/,0.9999999999999999,37.5003032,-122.2416651
ClearFlow,https://clearflow.com/,Irvine,,,Blood drainage device,,BPG,616,"16 Technology Dr Suite 150, Irvine, CA 92618, USA","ClearFlow, Inc.",http://www.clearflow.com/,0.9999999999999999,33.6495739,-117.7354725
ClearNote Health,https://www.clearnotehealth.com/,San Mateo,,,Liquid Biopsy,,BPG,617,"10578 Science Center Dr, San Diego, CA 92121, USA",ClearNote Health,https://www.clearnotehealth.com/,0.9999999999999999,32.8952881,-117.2316256
ClearPoint Neuro,https://www.clearpointneuro.com/,Carlsbad,,,"Minimally invasive surgical procedures in the brain and heart under direct, intra-procedural MRI guidance",,BPG,619,"120 S Sierra Ave Suite 1, Solana Beach, CA 92075, USA","ClearPoint Neuro, Inc.",http://www.clearpointneuro.com/,0.9999999999999999,32.9911314,-117.2727773
Climax Laboratories,https://www.climaxlabs.com/,San Jose,,,Bio-analytical services,,BPG,621,"1939 Monterey Road STE 10, San Jose, CA 95112, USA","Climax Laboratories, Inc",http://climaxlabs.com/,0.9999999999999999,37.3059961,-121.8684786
ClinDatrix,https://clindatrix.com/,Irvine,,,Clinical Research,,BPG,622,"1 Ada Suite #250, Irvine, CA 92618, USA","ClinDatrix, Inc.",https://www.clindatrix.com/,0.9999999999999999,33.6548816,-117.7372663
Cliniqa,https://www.cliniqa.com/,San Marcos,,,"Lab Research Products, Biomaterials",,BPG,623,"495 Enterprise St, San Marcos, CA 92078, USA","Cliniqa Corporation, a Bio-Techne Brand",http://www.cliniqa.com/,0.9351351351351352,33.1374715,-117.1514303
CloudCath,https://www.cloudcath.com/,San Francisco,,,Remote Catheter Monitoring Platform,,BPG,625,"665 3rd St, San Francisco, CA 94107, USA",CloudCath,https://www.cloudcath.com/,0.9999999999999999,37.7795526,-122.3929151
Coastar Therapeutics,https://coastartherapeutics.com/,San Diego,,,Cell Membrane Coating Technology,,BPG,631,"9520 Padgett St #101, San Diego, CA 92126, USA",Coastar Therapeutics,https://coastartherapeutics.com/,0.9999999999999999,32.8958022,-117.1274864
