Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Epirium Bio,https://epirium.com/,Sacramento,,,Mitochondria Targeting,,BPG,854,"9171 Towne Centre Dr #270, San Diego, CA 92122, USA",Epirium Bio,http://epirium.com/,0.9999999999999999,32.8721993,-117.2066254
Epitope Diagnostics,https://www.epitopediagnostics.com/,San Diego,,,Esoteric Immunoassay Kits,,BPG,855,"17034 Camino San Bernardo, San Diego, CA 92127, USA","Epitope Diagnostics, Inc.",http://www.epitopediagnostics.com/,0.9999999999999999,33.01872590000001,-117.1022688
Equillium,https://www.equilliumbio.com/home/default.aspx,La Jolla,,,Monoclonal Antibody Therapies,,BPG,856,"2223 Avenida De La Playa, La Jolla, CA 92037, USA",Equillium Bio,https://equilliumbio.com/contact-us/,0.9999999999999999,32.8533773,-117.2552426
Erasca,https://www.erasca.com/,San Diego,,,Cancer Therapies,,BPG,857,"3115 Merryfield Row Suite 300, San Diego, CA 92121, USA","Erasca, Inc.",http://www.erasca.com/,0.9999999999999999,32.9009356,-117.2384919
Escient Pharmaceuticals,https://www.escientpharma.com/,San Diego,,,GPCR-targeted Drugs,,BPG,860,"10578 Science Center Dr #250, San Diego, CA 92121, USA",Escient Pharmaceuticals,https://www.escientpharma.com/contact/,0.9999999999999999,32.89598790000001,-117.2313549
Esperion Therapeutics,http://www.esperion.com/,,,,,"Esperion Therapeutics, Inc.",Wikipedia,861,"3891 Ranchero Dr Suite 150, Ann Arbor, MI 48108, USA","Esperion Therapeutics, Inc.",http://www.esperion.com/,0.7999999999999999,42.23161890000001,-83.7547573
Etaluma,https://etaluma.com/,Carlsbad,,,"Cell Imaging, Microscopes",,BPG,864,"3129 Tiger Run Ct Suite 218, Carlsbad, CA 92010, USA",Etaluma Inc,http://www.etaluma.com/,0.9999999999999999,33.1307154,-117.2443254
Eton Bioscience,https://etonbio.com/,San Diego,,,"Research Reagents, Kits, Peptides, Services, etc.",,BPG,865,"9215 Brown Deer Rd STE B, San Diego, CA 92121, USA","Eton Bioscience, Inc.",http://www.etonbio.com/,0.9999999999999999,32.8888964,-117.178448
Eureka Therapeutics,https://www.eurekatherapeutics.com/,Emeryville,,,Antibodies,,BPG,868,"5858 Horton St #370, Emeryville, CA 94608, USA","Eureka Therapeutics, Inc.",http://www.eurekatherapeutics.com/,0.9999999999999999,37.8403763,-122.2906641
Evidation Health,https://evidation.com/,San Mateo,,,Behavioral Data Collection,,BPG,871,"3 E 3rd Ave, San Mateo, CA 94401, USA","Evidation Health, Inc.",http://www.evidation.com/,0.9999999999999999,37.5634106,-122.3256615
Evofem Biosciences,https://www.evofem.com/,San Diego,,,Women's health,,BPG,873,"12636 High Bluff Dr #400, San Diego, CA 92130, USA",Evofem,http://www.evofem.com/,0.9466666666666667,32.9476462,-117.2418114
Evoke Pharma,https://evokepharma.com/,Solana Beach,,,"GI Products, 505(b)(2)",,BPG,874,"420 Stevens Ave Suite 370, Solana Beach, CA 92075, USA",Evoke Pharma Inc,http://www.evokepharma.com/contact.htm,0.9999999999999999,32.9927178,-117.2609009
Evommune,https://www.evommune.com/,Palo Alto,,,Human Skin Model for Drug Discovery,,BPG,875,"1841 Page Mill Rd #100, Palo Alto, CA 94304, USA",Evommune,http://evommune.com/,0.9999999999999999,37.4063548,-122.1535053
Exact Sciences Corp.,http://www.exactsciences.com/,,,,,"Exact Sciences Corp. is an American molecular diagnostics company based in Madison, Wisconsin specializing in the detection of early stage cancers.",Wikipedia,876,"Galveston Dr, Redwood City, CA 94063, USA",Exact Sciences,https://www.exactsciences.com/,0.9999999999999999,37.498649,-122.2165899
Exagen Diagnostics,https://exagen.com/,Vista,,,Diagnostics,,BPG,877,"1261 Liberty Way, Vista, CA 92081, USA",Exagen Inc.,https://exagen.com/,0.9466666666666667,33.1375095,-117.2318774
Exai Bio,https://www.exai.bio/,Palo Alto,,,Liquid Biopsy,,BPG,878,"3350 W Bayshore Rd, Palo Alto, CA 94303, USA",Exai Bio Inc,https://exai.bio/,0.9999999999999999,37.4358554,-122.1105516
Excellos,https://excellos.com/,San Diego,,,Cell & Gene Therapy CDMO,,BPG,880,"1155 Island Ave, San Diego, CA 92102, USA",Excellos,https://www.excellos.com/,0.9999999999999999,32.7102997,-117.154213
Exceltox Laboratories,https://www.exceltox.com/,Irvine,,,Pharmacogenomic testing,,BPG,881,"15375 Barranca Pkwy suite e-104, Irvine, CA 92618, USA","Exceltox Laboratories, LLC.",http://www.exceltox.com/,0.9999999999999999,33.66266239999999,-117.7424499
Excision BioTherapeutics,https://www.excision.bio/,San Francisco,,,Gene Editing,,BPG,883,"499 Jackson St Suite 300, San Francisco, CA 94111, USA",Excision BioTherapeutics Inc.,http://excision.bio/,0.9999999999999999,37.7963423,-122.4032235
Exelixis,https://www.exelixis.com/,Alameda,,,Small Molecules,,BPG,884,"1851 Harbor Bay Pkwy, Alameda, CA 94502, USA",Exelixis Inc,http://www.exelixis.com/,0.9999999999999999,37.7262466,-122.2447354
Exo Imaging,https://www.exo.inc/,Santa Clara,,,Ultrasound Platform,,BPG,885,"4201 Burton Dr, Santa Clara, CA 95054, USA",Exo Imaging,https://www.exo.inc/,0.9999999999999999,37.39189289999999,-121.9615819
Expanding Innovations,https://expandinginnovations.com/,Mountain View,,,Non-screw based expandable cage technology,,BPG,886,"110 Pioneer Way # I, Mountain View, CA 94041, USA",Expanding innovations,https://www.expandinginnovations.com/,0.9999999999999999,37.3887348,-122.0675217
Expanesthetics,https://www.expanesthetics.com/,Davis,,,Next-generation inhaled general anesthetics and non-opioid analgesics,,BPG,887,"1450 Drew Ave #100, Davis, CA 95618, USA","Expanesthetics, Inc.",https://www.expanesthetics.com/,0.9999999999999999,38.54381,-121.7266176
