Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Talphera,https://talphera.com/,San Mateo,,,Oral-Transmucosal Drug Delivery,,BPG,2089
Taran Therapeutics,https://www.tarantherapeutics.com/,Burlingame,,,Monoclonal Antibody,,BPG,2092
Target Discovery,http://targetdiscovery.com/,Mountain View,,,Biomarker Assays,,BPG,2094
Tasman Therapeutics,https://www.tasmantherapeutics.com/,San Francisco,,,Oral Extended Release Ketamine,,BPG,2096
Teal Health,https://www.getteal.com/,San Francisco,,,At-home Cervical Cancer Screening,,BPG,2097
Tegmine Therapeutics,https://tegminetx.com/,South SF,,,Antibody Drug Discovery Platform,,BPG,2100
Telios Pharma,http://teliospharma.com/,Redwood City,,,Bruton’s tyrosine kinase inhibitor,,BPG,2104
Telo Therapeutics,https://telotherapeutics.com/,San Francisco,,,Personalized medicine,,BPG,2106
Tempero Bio,https://www.temperobio.com/,Oakland,,,Treatments for substance abuse disorders,,BPG,2107
Tempo Therapeutics,https://www.tempothera.com/,San Diego,,,"Injectable, bioresorbable, and synthetic tissue scaffold",,BPG,2110
Tenvie Therapeutics,https://tenvie.com/,South SF,,,Small Molecules for Neuro,,BPG,2115
Tetrous,https://tetrous.com/,Los Angeles,,,Demineralized Bone Fiber Implant for Rotator Cuff Enthesis Repair,,BPG,2121
Tetsuwan Scientific,https://tetsuwan.com/,San Francisco,,,Lab Automation,,BPG,2122
Therapeutics Inc.,https://www.therapeuticsinc.com/,San Diego,,,Dermatology Drug Development Services,,BPG,2128
Thermopeutix,https://thermopeutix.com/,Poway,,,Catheter for Cerebral Hypothermia,,BPG,2132
Therna Biosciences,https://www.therna.com/,San Francisco,,,RNA Therapies,,BPG,2133
Thomas Advanced Medical,https://thomasadvancedmedical.com/,Los Angeles,,,Stem Cell Therapy,,BPG,2135
Thrive Informatix,https://thriveinformatix.com/,San Ramon,,,Clinical Research,,BPG,2136
Tidewave Bio,https://www.tidewavebio.com/,Los Angeles,,,antigen-presenting cell therapy platform,,BPG,2137
Timberlyne Therapeutics,https://timberlyne-tx.com/,San Diego,,,Monoclonal Antibody,,BPG,2139
Ting Therapeutics,https://tingtherapeutics.com/,San Diego,,,Hearing Loss Treatments,,BPG,2140
Tioga Cardiovascular,https://tiogacardiovascular.com/,Los Gatos,,,Valve replacement solution for mitral and tricuspid applications,,BPG,2141
Tioga Research,https://tiogaresearch.com/,San Diego,,,Contract R&D for Topicals,,BPG,2142
TippingPoint Biosciences,https://www.tippingpointbiosciences.com/,San Francisco,,,Therapies for Chromatin Dysfunction Indications,,BPG,2143
Topos Bio,https://toposbio.ai/,San Francisco,,,AI Drug Design,,BPG,2146
Toragen,https://toragen.com/,San Diego,,,Treatments preventing human papillomavirus,,BPG,2147
Toro Neurovascular,https://www.toroneuro.com/,Irvine,,,Mechanical thrombectomy devices,,BPG,2148
Tr1X,https://www.tr1x.bio/,San Diego,,,Regulatory T cell-based products,,BPG,2151
Tradewind Bioscience,https://tradewindbio.com/,San Carlos,,,Antibody Therapy,,BPG,2153
Transposon Therapeutics,https://www.transposonrx.com/,San Diego,,,"Novel, orally administered therapies for the treatment of neurodegenerative and aging-related diseases",,BPG,2157
Trefoil Therapeutics,https://trefoiltherapeutics.com/,San Diego,,,Ophthalmic Treatments,,BPG,2160
Trepte Biostorage,https://www.treptebiostorage.com/,San Diego,,,Biostorage,,BPG,2162
Trestle Biotherapeutics,https://trestlebio.com/,San Diego,,,Bioengineered Therapies for Kidney Disease,,BPG,2163
Trethera,https://trethera.com/,Sherman Oaks,,,Metabolic Enzyme-Targeting Therapies,,BPG,2164
TriArm Therapeutics,https://www.triarm.com/,San Mateo,,,Non-viral CAR T Platform,,BPG,2166
TriWest Research Associates,https://triwestresearch.com/,San Diego,,,Clinical Trials,,BPG,2168
Trident Bioscience,https://www.trident.bio/,Mountain View,,,Custom Protein Development Software,,BPG,2169
Trishula Therapeutics,https://www.trishulatx.com/,South SF,,,Cancer Immunotherapy,,BPG,2173
TrueRelief,https://truerelief.com/,Santa Monica,,,Bioelectronic device for temporary symptomatic relief of chronic intractable pain,,BPG,2176
Trukera Medical,https://trukera.com/,Temecula,,,Dry eye diagnostic,,BPG,2177
