Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Bristol Myers Squibb,https://www.bms.com/,Brisbane,,,"Small Molecules, Biologics",,BPG,489,"1000 Sierra Point Pkwy, Brisbane, CA 94005, USA",Bristol Myers Squibb,https://www.bms.com/,0.9999999999999999,37.6728543,-122.3830861
BroadPharm,https://broadpharm.com/,San Diego,,,PEG & Biochemical Reagents,,BPG,490,"6625 Top Gun St #103, San Diego, CA 92121, USA",BroadPharm,https://broadpharm.com/web/,0.9999999999999999,32.907797,-117.1765641
Broncus Medical,https://www.broncus.com/,San Jose,,,"Virtual Bronchoscopic Navigation, Peripheral Lung Biopsy",,BPG,492,"125 Nicholson Ln, San Jose, CA 95134, USA",Broncus Medical Inc,http://www.broncus.com/,0.9999999999999999,37.4129966,-121.9452436
Buto,https://butocorp.com/,Davis,,,Alzheimer's & Fibrotic Disease Treatments,,BPG,494,"630 Pena Dr, Davis, CA 95618, USA",Buto Corp,https://butocorp.com/contact-us,0.9999999999999999,38.5510978,-121.7151897
CAGE Bio,https://cagebio.com/,San Carlos,,,Deep Eutectic Ionic Liquids for Therapeutics,,BPG,497,"733 Industrial Rd A, San Carlos, CA 94070, USA",CAGE Bio,https://cagebio.com/contact-us,0.9999999999999999,37.5098021,-122.2525132
CG Oncology,https://cgoncology.com/,Irvine,,,Oncolytic Virus,,BPG,502,"1900 Powell St #800, Emeryville, CA 94608, USA",CG Oncology,https://www.cgoncology.com/,0.9999999999999999,37.838408,-122.299772
CGT Global,https://cgt.global/,Folsom,,,Tissue Sourcing,,BPG,503,"1743 Creekside Dr #200, Folsom, CA 95630, USA",CGT Global HQ Building,https://cgt.global/,0.9563636363636364,38.672687,-121.1391886
CHO-plus,https://www.cho-plus.com/,South Sf,,,Engineered mammalian cell lines and transfection methods for vastly improved therapeutic protein production and sialylation,,BPG,504,"329 Oyster Point Blvd South, South San Francisco, CA 94080, USA","CHO Plus, Inc.",http://cho-plus.com/,0.9883333333333334,37.6641288,-122.3898245
CPC Scientific,https://cpcscientific.com/,San Jose,,,Peptides. Custom / Catalog.,,BPG,506,"160 E Tasman Dr #200, San Jose, CA 95134, USA",CPC Scientific Inc,http://www.cpcscientific.com/,0.8999999999999999,37.4104899,-121.9398607
CRISPR QC,https://crisprqc.com/,San Diego,,,Quality Control for CRISPR,,BPG,508,"8949 Kenamar Dr Suite 101, San Diego, CA 92121, USA",CRISPR QC,https://crisprqc.com/,0.9999999999999999,32.8846854,-117.1554042
