Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Genervon,http://www.genervon.com/genervon/about.php,,,,,"Genervon Biopharmaceuticals is a pharmaceutical company based in Pasadena, CA, focused on creating drugs for diseases of the central human nervous system.",Wikipedia,977,"1055 E Colorado Blvd Suite 500, Pasadena, CA 91106, USA",Genervon Biopharmaceuticals LLC,http://genervon.com/,0.9437037037037036,34.1463773,-118.1287257
Genervon Biopharmaceuticals,https://www.genervon.com/,Pasadena,,,Synthetic Peptide,,BPG,978,"1055 E Colorado Blvd Suite 500, Pasadena, CA 91106, USA",Genervon Biopharmaceuticals LLC,http://genervon.com/,0.9999999999999999,34.1463773,-118.1287257
Genomatica,https://www.genomatica.com/,San Diego,,,Biologically Produced Chemicals,,BPG,981,"4757 Nexus Center Dr, San Diego, CA 92121, USA",Genomatica,http://www.genomatica.com/,0.9999999999999999,32.878106,-117.2026
Genomic Testing Cooperative,https://genomictestingcooperative.com/,Lake Forest,,,Diagnostics,,BPG,982,"25371 Commercentre Dr, Lake Forest, CA 92630, USA",Genomic Testing Cooperative,https://genomictestingcooperative.com/,0.9999999999999999,33.66666,-117.6857513
Geron,https://www.geron.com/,Foster City,,,Small Molecule,,BPG,985,"919 E Hillsdale Blvd Suite 250, Foster City, CA 94404, USA",Geron Corporation,http://www.geron.com/,0.9999999999999999,37.5559793,-122.2765874
GigaGen,https://www.gigagen.com/,San Carlos,,,Immune therapeutics,,BPG,986,"75 Shoreway Rd A, San Carlos, CA 94070, USA",GigaGen,http://www.gigagen.com/,0.9999999999999999,37.5200557,-122.2606969
Gilead,https://www.gilead.com/,Foster City,,,Small Molecules,,BPG,988,"333 Lakeside Dr, Foster City, CA 94404, USA","Gilead Sciences, Inc.",https://www.gilead.com/,0.9520000000000001,37.5669611,-122.2816328
Gilero,https://www.gilero.com/,Carlsbad,,,"Medical device design & development, drug delivery systems design & development",,BPG,989,"2520 Gateway Rd, Carlsbad, CA 92009, USA",Gilero - Medical Device Design & Manufacturing Company,https://www.gilero.com/,0.9314285714285714,33.1279196,-117.2623721
Global Cancer Technology,https://globalcancertechnology.com/,San Diego,,,Small molecule PI3K inhibitor,,BPG,993,"16776 Bernardo Center Dr, San Diego, CA 92128, USA",Global Cancer Technology,https://globalcancertechnology.com/,0.9999999999999999,33.0181106,-117.0760451
Glooko,https://glooko.com/,Palo Alto,,,Glucose monitoring App,,BPG,994,"579 University Ave, Palo Alto, CA 94301, USA",Glooko Inc,http://www.glooko.com/,0.9999999999999999,37.4494165,-122.1584433
Glycomine,https://www.glycomine.com/,San Carlos,,,Glycosylation corrective therapy,,BPG,996,"953 Indiana St, San Francisco, CA 94107, USA","Glycomine, Inc",http://glycomine.com/,0.9999999999999999,37.7581465,-122.3910973
Golden West Biologicals,https://goldenwest.bio/pages/biologicals,Temecula,,,IVD Supplies,,BPG,998,"27625 Commerce Center Dr, Temecula, CA 92590, USA",Golden West Biologicals,http://www.goldenwestbio.com/,0.9,33.511906,-117.162559
GondolaBio,https://gondolabio.com/,Palo Alto,,,Therapeutics for Genetic Diseases,,BPG,999,"3160 Porter Dr Suite 250, Palo Alto, CA 94304, USA",GondolaBio,http://gondolabio.com/,0.9999999999999999,37.4066137,-122.1517297
