Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
NeilMed Pharmaceuticals,https://www.neilmed.com,,,,,"NeilMed Pharmaceuticals Inc. is a USA based pharmaceutical, medical devices' manufacturer & supplier company based in Santa Rosa, California.",Wikipedia,1466,"601 Aviation Blvd, Santa Rosa, CA 95403, USA","NeilMed Pharmaceuticals, Inc.",https://www.neilmed.com/,0.9999999999999999,38.5177162,-122.7962326
Nektar Therapeutics,https://www.nektar.com/,San Francisco,,,"Small Molecules, Biologics",,BPG,1467,"455 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Nektar Therapeutics,http://www.nektar.com/,0.9999999999999999,37.7705235,-122.3886516
NeoGenomics,https://www.neogenomics.com/,Aliso Viejo,,,Genetic & Diagnostic Testing,,BPG,1468,"31 Columbia, Aliso Viejo, CA 92656, USA",NeoGenomics Laboratories,https://neogenomics.com/,0.9999999999999999,33.5875269,-117.7267858
Neodyne Biosciences,https://www.embracescartherapy.com/,Fremont,,,Scar Therapy,,BPG,1469,"47801 Fremont Blvd, Fremont, CA 94538, USA",Neodyne Biosciences Inc,https://www.embracescartherapy.com/,0.9999999999999999,37.4711603,-121.9404671
Neomorph,https://neomorph.com/index.html#home,San Diego,,,Molecular glue drug discovery,,BPG,1470,"5590 Morehouse Dr, San Diego, CA 92121, USA",Neomorph,https://neomorph.com/,0.9999999999999999,32.89663950000001,-117.1979286
Neopeutics,http://www.neopeutics.com/,South SF,,,Drug discovery contract research,,BPG,1471,"400 Oyster Point Blvd, South San Francisco, CA 94080, USA",Neopeutics,http://neopeutics.com/contact.php,0.9999999999999999,37.6652573,-122.3827431
Neoteryx,https://www.neoteryx.com/,Torrance,,,Microsampling Device,,BPG,1472,"421 Amapola Ave, Torrance, CA 90501, USA",Neoteryx,https://www.neoteryx.com/,0.9999999999999999,33.8443771,-118.3237419
NeuCyte,https://www.neucyte.com/,Mountain View,,,iPSC platform for drug discovery,,BPG,1475,"319 N Bernardo Ave, Mountain View, CA 94043, USA",NeuCyte,https://www.neucyte.com/,0.9999999999999999,37.3873687,-122.0488103
NeurOptics,https://neuroptics.com/,Irvine,,,Pupillometry,,BPG,1477,"9223 Research Dr, Irvine, CA 92618, USA",NeurOptics,https://neuroptics.com/,0.9999999999999999,33.6387406,-117.7352174
NeuraSignal,https://neurasignal.com/,Los Angeles,,,Robotically Assisted Ultrasound System for Brain Health Assessment,,BPG,1478,"1109 Westwood Blvd, Los Angeles, CA 90024, USA",NeuraSignal,http://www.neurasignal.com/,0.9999999999999999,34.0599878,-118.4454266
Neuralace Medical,https://neuralacemedical.com/,San Diego,,,Nerve Stimulation for Pain Management,,BPG,1480,"16990 Goldentop Rd Suite A, San Diego, CA 92127, USA","Neuralace Medical, Inc.",http://www.neuralacemedical.com/,0.9999999999999999,33.0180276,-117.108002
Neurelis,https://www.neurelis.com/,San Diego,,,"License, develop, and commercialize product candidates",,BPG,1481,"3430 Carmel Mountain Rd Suite 300, San Diego, CA 92121, USA",Neurelis Inc.,https://www.neurelis.com/,0.9999999999999999,32.9198308,-117.2380394
NeuroDigiTech,https://www.neurodigitech.com/home,Encinitas,,,"Kits, Solutions, some Services",,BPG,1482,"8400 Miramar Rd Suite 243C, San Diego, CA 92126, USA",Neurodigitech,https://www.neurodigitech.com/,0.9999999999999999,32.8919843,-117.1412883
NeuroLutions,https://www.neurolutions.com/,Van Nuys,,,Device for Stroke Recovery,,BPG,1484,"7033 Hayvenhurst Ave, Van Nuys, CA 91406, USA",Neurolutions,https://www.neurolutions.com/,0.9999999999999999,34.1983651,-118.4931923
NeuroPace,https://www.neuropace.com/,Mountain View,,,Implantable Neurological Treatments,,BPG,1485,"455 N Bernardo Ave, Mountain View, CA 94043, USA","NeuroPace, Inc.",http://www.neuropace.com/,0.9999999999999999,37.388481,-122.04991
NeuroVision Imaging,https://www.neurovision.com/,Sacramento,,,Medical device for retinal autofluorescence,,BPG,1488,"1395 Garden Hwy, Sacramento, CA 95833, USA","NeuroVision Imaging, LLC",https://neurovision.com/,0.9999999999999999,38.60436,-121.518898
Neurocentria,https://www.neurocentria.com/,Walnut Creek,,,Small molecule for neurological disorders,,BPG,1490,"200 Pringle Ave, Walnut Creek, CA 94596, USA",Neurocentria,http://www.neurocentria.com/,0.9999999999999999,37.9080096,-122.0667178
Neurocrine Biosciences,https://www.neurocrine.com/,San Diego,,,Small Molecules,,BPG,1491,"6027 Edgewood Bend Ct, San Diego, CA 92130, USA",Neurocrine Biosciences Inc.,http://www.neurocrine.com/,0.9999999999999999,32.955504,-117.1941454
Neuron23,https://neuron23.com/,South SF,,,AI-drug discovery,,BPG,1493,"343 Oyster Point Blvd suite 120, South San Francisco, CA 94080, USA","Neuron23, Inc.",https://neuron23.com/,0.9999999999999999,37.66516170000001,-122.3895386
Neurona Therapeutics,https://www.neuronatherapeutics.com/,South SF,,,Neuronal stem-cell therapies,,BPG,1494,"170 Harbor Wy, South San Francisco, CA 94080, USA",Neurona Therapeutics,http://www.neuronatherapeutics.com/,0.9999999999999999,37.6529528,-122.4008106
Neuropore Therapies,https://www.neuropore.com/,San Diego,,,Small molecules for neurological conditions,,BPG,1496,"11585 Sorrento Valley Rd #106, San Diego, CA 92121, USA",Neuropore Therapies,http://www.neuropore.com/,0.9999999999999999,32.9128031,-117.2317073
Neuros Medical,https://www.neurosmedical.com/,Aliso Viejo,,,Neuromodulation Device,,BPG,1497,"26800 Aliso Viejo Pkwy, Aliso Viejo, CA 92656, USA","Neuros Medical, Inc.",https://www.neurosmedical.com/,0.9999999999999999,33.5734565,-117.7300984
Neuroservices-Alliance,https://www.neuroservices-alliance.com/,San Diego,,,Translational Data Contract Work,,BPG,1498,"6190 Cornerstone Ct E Suite 106, San Diego, CA 92121, USA",Neuroservice USA,https://www.neuroservice.com/,0.8633333333333334,32.89530209999999,-117.1876372
Neuspera Medical,https://neuspera.com/,San Jose,,,Neurostimulation device,,BPG,1499,"51 Daggett Dr, San Jose, CA 95134, USA",Neuspera,http://neuspera.com/,0.9600000000000001,37.3945949,-121.932091
Neuvogen,https://neuvogen.com/,San Diego,,,Whole-cell Cancer Vaccines,,BPG,1501,"11095 Flintkote Ave Suite C, San Diego, CA 92121, USA","NEUVOGEN, Inc.",https://neuvogen.com/,0.9999999999999999,32.9040842,-117.2313262
Nevro,https://www.nevro.com/,Redwood City,,,Stimulation device for back pain,,BPG,1502,"1800 Bridge Pkwy, Redwood City, CA 94065, USA",Nevro Corporation,http://www.nevro.com/,0.9999999999999999,37.5372138,-122.2582127
New World Medical,https://www.newworldmedical.com/,Rancho Cucamonga,,,Surgical Tools,,BPG,1505,"10763 Edison Ct, Rancho Cucamonga, CA 91730, USA",New World Medical,https://www.newworldmedical.com/,0.9999999999999999,34.0975155,-117.5700075
