Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index,Google_Address,Google_Name,Google_Website,Confidence_Score,Latitude,Longitude
Applied Spectral Imaging,https://spectral-imaging.com/,Carlsbad,,,Digital Pathology,,BPG,244,"6160 Innovation Way, Carlsbad, CA 92009, USA",Applied Spectral Imaging,http://www.spectral-imaging.com/,0.9999999999999999,33.1282327,-117.2570994
Applied StemCell,https://appliedstemcell.com/,Milpitas,,,"Cell Lines, Transgenic Mice, Reagents, Lab Tools",,BPG,245,"521 Cottonwood Dr Suite 111, Milpitas, CA 95035, USA",Applied StemCell Inc.,http://www.appliedstemcell.com/,0.9999999999999999,37.40582270000001,-121.9129943
Applied Viromics,https://www.appliedviromics.com/,Fremont,,,Custom-made recombinant viral vectors,,BPG,246,"48521 Warm Springs Blvd, Fremont, CA 94539, USA",Applied Viromics,https://www.appliedviromics.com/,0.9999999999999999,37.4675083,-121.9186546
Aptah Bio,https://www.aptah-bio.com/,San Carlos,,,RNA Integrity Restoration,,BPG,250,"930 Brittan Ave #307, San Carlos, CA 94070, USA",Aptah Bio Inc,http://www.aptah-bio.com/,0.9999999999999999,37.5033721,-122.2492724
Aptitude Medical Systems,https://www.aptitudemedical.com/,Goleta,,,Aptamers,,BPG,251,"125 Cremona Dr Suite 100, Goleta, CA 93117, USA",Aptitude Medical Systems Inc,http://www.aptitudemedical.com/,0.9999999999999999,34.4322489,-119.857537
Aptose Biosciences,https://www.aptose.com/,San Diego,,,Cancer Drugs,,BPG,252,"12770 High Bluff Dr, San Diego, CA 92130, USA",Aptose Biosciences Inc,https://www.aptose.com/contact,0.9999999999999999,32.9507875,-117.2403752
Aqtual,https://aqtual.com/,Hayward,,,Cell-free DNA Diagnostics,,BPG,253,"31145 San Antonio St, Hayward, CA 94544, USA",Aqtual,https://aqtual.com/,0.9999999999999999,37.6098544,-122.0488318
Aqur Biosciences,https://aqurbiosciences.com/,Westlake Village,,,Next-generation cardiovascular therapies,,BPG,256,"2829 Townsgate Rd STE 100, Westlake Village, CA 91361, USA","Aqur Biosciences, Inc.",http://aqurbiosciences.com/,0.9999999999999999,34.1541982,-118.823208
Aracari Biosciences,https://aracaribio.com/,Irvine,,,Vascularized Tissues that mimic the Human Body,,BPG,257,"3 Mason Suite 100, Irvine, CA 92618, USA",Aracari Biosciences Inc.,https://aracaribio.com/,0.9999999999999999,33.6454937,-117.721118
Arbor Vita,https://www.arborvita.com/,Fremont,,,Diagnostics,,BPG,259,"48371 Fremont Blvd # 101, Fremont, CA 94538, USA",Arbor Vita,https://arborvita.com/,0.9999999999999999,37.4666249,-121.9346006
Arcturus Therapeutics,https://arcturusrx.com/,San Diego,,,Lipid nanoparticle (LNP) mRNA drug delivery systems,,BPG,260,"10285 Science Center Dr, San Diego, CA 92121, USA",Arcturus Therapeutics,https://arcturusrx.com/,0.9999999999999999,32.8920811,-117.2306354
Arcus Biosciences,https://arcusbio.com/,Hayward,,,Cancer Immunotherapies,,BPG,261,"3967 Trust Way, Hayward, CA 94545, USA",Arcus Biosciences,https://www.arcusbio.com/,0.9999999999999999,37.6241084,-122.1250421
Arcutis Biotherapeutics,https://www.arcutis.com/,Westlake Village,,,"Reformulated, Topical Dermatology Products",,BPG,262,"3027 Townsgate Rd #300, Westlake Village, CA 91361, USA","Arcutis Biotherapeutics, Inc.",http://www.arcutis.com/,0.9999999999999999,34.1532512,-118.820989
Ardelyx,https://ardelyx.com/,Fremont,,,Gastrointestinal Therapeutics,,BPG,264,"7999 Gateway Blvd, Newark, CA 94560, USA",Ardelyx,https://ardelyx.com/,0.9999999999999999,37.5381167,-122.0639813
Arena Pharmaceuticals,http://www.arenapharm.com,,,,,"Arena Pharmaceuticals, Inc. is an American biopharmaceutical company founded in 1997 and headquartered in San Diego, California.",Wikipedia,265,"6154 Nancy Ridge Dr, San Diego, CA 92121, USA","Arena Pharmaceuticals, Inc. (Arena)",http://www.arenapharm.com/,0.9329032258064517,32.8891148,-117.1846507
Argonaut Manufacturing Services,https://www.argonautms.com/,Carlsbad,,,"Argonaut is a CMO dedicated to serving highly-innovative companies in biopharmaceuticals and molecular diagnostics. Specializing in formulation, filling, finishing and final kitting.",,BPG,266,"2841 Loker Ave E, Carlsbad, CA 92010, USA",Argonaut Manufacturing Services,http://www.argonautms.com/,0.9999999999999999,33.132426,-117.249702
Aridis Pharmaceuticals,https://www.aridispharma.com/,Los Gatos,,,Monoclonal Antibody & Small Molecule Targeting Infectious Diseases,,BPG,269,"983 University Ave Bldg. B, Los Gatos, CA 95032, USA","Aridis Pharmaceuticals, Inc.",https://www.aridispharma.com/,0.9999999999999999,37.2500587,-121.9675736
