Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,original_index
Applied Spectral Imaging,https://spectral-imaging.com/,Carlsbad,,,Digital Pathology,,BPG,244
Applied StemCell,https://appliedstemcell.com/,Milpitas,,,"Cell Lines, Transgenic Mice, Reagents, Lab Tools",,BPG,245
Applied Viromics,https://www.appliedviromics.com/,Fremont,,,Custom-made recombinant viral vectors,,BPG,246
Apreo Health,https://apreohealth.com/,Menlo Park,,,Lung Disease Treatment,,BPG,247
Apricus Biosciences,https://www.nasdaq.com/market-activity/stocks/apri,,,,,"Apricus Biosciences, Inc. is a San Diego–based biopharmaceutical company advancing innovative medicines in urology and rheumatology.",Wikipedia,248
Apros Therapeutics,https://www.aprostx.com/,San Diego,,,Innate Immune Agonists,,BPG,249
Aptah Bio,https://www.aptah-bio.com/,San Carlos,,,RNA Integrity Restoration,,BPG,250
Aptitude Medical Systems,https://www.aptitudemedical.com/,Goleta,,,Aptamers,,BPG,251
Aptose Biosciences,https://www.aptose.com/,San Diego,,,Cancer Drugs,,BPG,252
Aqtual,https://aqtual.com/,Hayward,,,Cell-free DNA Diagnostics,,BPG,253
Aqua Medical,https://aquaendoscopy.com/,Pleasanton,,,Vapor-Based Endoscopic Ablation Therapy,,BPG,254
Aquedeon Medical,https://aquedeonmedical.com/,Sunnyvale,,,Vascular Graft System,,BPG,255
Aqur Biosciences,https://aqurbiosciences.com/,Westlake Village,,,Next-generation cardiovascular therapies,,BPG,256
Aracari Biosciences,https://aracaribio.com/,Irvine,,,Vascularized Tissues that mimic the Human Body,,BPG,257
Aralez Bio,https://aralezbio.com/,Berkeley,,,Noncanonical Amino Acids,,BPG,258
Arbor Vita,https://www.arborvita.com/,Fremont,,,Diagnostics,,BPG,259
Arcturus Therapeutics,https://arcturusrx.com/,San Diego,,,Lipid nanoparticle (LNP) mRNA drug delivery systems,,BPG,260
Arcus Biosciences,https://arcusbio.com/,Hayward,,,Cancer Immunotherapies,,BPG,261
Arcutis Biotherapeutics,https://www.arcutis.com/,Westlake Village,,,"Reformulated, Topical Dermatology Products",,BPG,262
Arda Therapeutics,https://ardatx.com/,San Carlos,,,Pathogenic Cell Depletion via ADCs,,BPG,263
Ardelyx,https://ardelyx.com/,Fremont,,,Gastrointestinal Therapeutics,,BPG,264
Arena Pharmaceuticals,http://www.arenapharm.com,,,,,"Arena Pharmaceuticals, Inc. is an American biopharmaceutical company founded in 1997 and headquartered in San Diego, California.",Wikipedia,265
Argonaut Manufacturing Services,https://www.argonautms.com/,Carlsbad,,,"Argonaut is a CMO dedicated to serving highly-innovative companies in biopharmaceuticals and molecular diagnostics. Specializing in formulation, filling, finishing and final kitting.",,BPG,266
Argá Medtech,https://argamedtech.com/,San Diego,,,Cardiac Ablation System,,BPG,267
Arialys Therapeutics,https://www.arialysrx.com/,La Jolla,,,Therapies for autoimmune neuropsychiatric diseases,,BPG,268
Aridis Pharmaceuticals,https://www.aridispharma.com/,Los Gatos,,,Monoclonal Antibody & Small Molecule Targeting Infectious Diseases,,BPG,269
Arima Genomics,https://arimagenomics.com/,Carlsbad,,,Genomic Analysis Kits,,BPG,270
Arisan Therapeutics,https://www.arisanthera.com/,Carlsbad,,,Infectious diseases,,BPG,271
Ark Clinical Research,https://arkclinicalresearch.com/,Long Beach,,,Clinical Research,,BPG,272
Ark Diagnostics,https://ark-tdm.com/,Fremont,,,Serum / Plasma Assays,,BPG,273
Armata Pharmaceuticals,https://www.armatapharma.com/,Los Angeles,,,Natural and synthetic bacteriophage-based therapies,,BPG,274
Armonica Technologies,https://www.armonicatech.com/,Carlsbad,,,Long-read sequencing platform,,BPG,275
Arnatar Therapeutics,https://www.arnatar.com/,San Diego,,,RNA-based Medicines,,BPG,276
Array BioPharma,https://www.arraybiopharma.com/,,,,,"Array BioPharma is an American clinical stage, pharmaceutical company that focuses on oncology medication headquartered in Boulder, Colorado.",Wikipedia,277
Arriello,https://arriello.com/,South SF,,,Strategy & Regulatory Consulting,,BPG,278
Arrowhead Pharmaceuticals,https://arrowheadpharma.com/,Pasadena,,,RNAi,,BPG,279
Arsenal Biosciences,https://arsenalbio.com/,South SF,,,Cancer Treatments,,BPG,280
Artelo Biosciences,https://artelobio.com/,Solana Beach,,,Cannabinoids,,BPG,281
Artera,https://artera.ai/,Los Altos,,,AI Diagnostics,,BPG,282
Artery Therapeutics,https://www.arterytx.com/,San Ramon,,,Peptide therapies,,BPG,283
Arthrex,https://www.arthrex.com/,Santa Barbara,,,Arthroscopy Devices,,BPG,284
Arthrosi Therapeutics,https://arthrosi.com/,San Diego,,,Treatments for gout and chronic kidney diseases,,BPG,285
Artificial,https://artificial.com/,Palo Alto,,,AI Lab Platform,,BPG,286
Artis BioSolutions,https://artisbiosolutions.com/,San Diego,,,"CDMO - Gene Therapy, Biologics",,BPG,287
Artiva Biotherapeutics,https://www.artivabio.com/,San Diego,,,NK Cell Therapies for Cancer,,BPG,288
Arytha Biosciences,https://arytha.com/,San Diego,,,Biomimetic Nanoparticles,,BPG,289
Ascendis Pharma,https://ascendispharma.com/,Palo Alto,,,Prodrug therapies,,BPG,290
AscentX Medical,https://ascentxmedical.com/,San Diego,,,Autologous Tissue Engineering,,BPG,291
Asegua Therapeutics,https://www.asegua.com/,Foster City,,,Authorized Gilead Generics,,BPG,292
Asha Pharma,https://ashasd.com/,San Diego,,,Solid state crystallization services,,BPG,293
Asher Biotherapeutics,https://asherbio.com/,South SF,,,IL-2 Therapies,,BPG,294
Ashvattha Therapeutics,https://avttx.com/,Redwood City,,,Nanomedicine Delivery,,BPG,295
Asieris Pharmaceuticals,https://asieris.com/,Palo Alto,,,"Small Molecules, Drug-Device Comvo Product",,BPG,296
Askgene Pharma,https://ask-gene.com/,Camarillo,,,Biosimilars,,BPG,297
Aspa Therapeutics,https://aspatx.com/,Palo Alto,,,Gene Therapy,,BPG,298
Aspen Biosciences,https://aspenbiosciences.com/,San Diego,,,Software solutions for drug discovery and diagnostics challenges,,BPG,299
Aspen Medical products,https://www.aspenmp.com/,Irvine,,,Upper and lower spinal orthotics,,BPG,300
Aspen Neuroscience,https://aspenneuroscience.com/,San Diego,,,Personalized Regenerative Medicine,,BPG,301
Assay Biotechnology,https://assaybiotechnology.com/,San Jose,,,"Antibodies, ELISA kits, Assays Kits, dyes, assay / antibody services",,BPG,302
Assembly Biosciences,https://www.assemblybio.com/,South SF,,,Small Molecule Antivirals,,BPG,303
Assertio Therapeutics,http://www.depomed.com,,,,,"Assertio Therapeutics, Inc. (formerly Depomed, Inc.) is an American specialty pharmaceutical company.",Wikipedia,304
Astoriom,https://www.astoriom.com/,San Diego,,,"R&D sample storage, protection, and compliance",,BPG,305
AstraZeneca,https://www.astrazeneca.com/,South SF,,,"Small Molecules, Vaccines, Biologics",,BPG,306
Astraea Therapeutics,https://www.astraeatherapeutics.com/,Mountain View,,,Small Molecules,,BPG,307
Atara Biotherapeutics,https://www.atarabio.com/,Thousand Oaks,,,"Peptibody, Monoclonal Antibody, Cell Therapy",,BPG,308
Atec Spine,https://atecspine.com/,Carlsbad,,,Products for Spine Surgery,,BPG,309
Atengen,https://atengen.com/,Los Angeles,,,"Small Molecules, Antibody Therapies",,BPG,310
Athelas,https://www.athelas.com/,Mountain View,,,Instant point-of-care Immune-cell monitoring,,BPG,311
Athos Therapeutics,https://athostx.com/,Torrance,,,AI-Based Precision Therapeutics,,BPG,312
Atia Vision,https://atiavision.com/,Campbell,,,Modular Presbyopia Correcting Intraocular Lens,,BPG,313
Atila Biosystems,https://atilabiosystems.com/,Sunnyvale,,,Novel chemistry for nucleic acid amplification,,BPG,314
Atmo Biosciences,https://atmobiosciences.com/,San Diego,,,Ingestible Capsules,,BPG,315
Atomic AI,https://atomic.ai/,South SF,,,AI-based RNA Drug Discovery,,BPG,316
Atonarp,https://www.atonarp.com/,Pleasanton,,,Molecular Analysis by Mass Spec,,BPG,317
AtriCure,https://www.atricure.com/,Pleasanton,,,Cardiovascular Devices,,BPG,318
Atropos Therapeutics,https://www.atroposthera.com/,San Carlos,,,Small Molecules Targeting Senescence,,BPG,319
Attovia Therapeutics,https://www.attovia.com/,San Carlos,,,Proprietary biparatopic nanobody platform,,BPG,320
Attune Neurosciences,https://www.attuneneuro.com/,San Francisco,,,Non-invasive neurostimulation products,,BPG,321
Aubex Therapeutics,https://www.aubextherapeutics.com/,San Diego,,,Compounds directed toward the Tumor Microenvironment,,BPG,322
Augmenta Bioworks,https://www.augbio.com/,Menlo Park,,,"Antibody Discovery, Target Identification Services",,BPG,323
Auransa,https://www.auransa.com/,Palo Alto,,,AI-based Drug Discovery,,BPG,324
Aureka Biotechnologies,https://aurekabio.com/,Laguna Hills,,,Digitalizing Therapeutic Discovery,,BPG,325
Aurora Biolabs,https://aurorabiolabs.com/,San Diego,,,Recombinant Research Proteins,,BPG,326
Aurora Microplates,https://auroramicroplates.com/,San Jose,,,Microplates,,BPG,327
Aurora Spine,https://www.aurora-spine.com/,Carlsbad,,,Spinal implants,,BPG,328
AusperBio,https://ausperbio.com/,San Mateo,,,"Viral Treatments, ASO",,BPG,329
Austral Biologicals,http://www.australbiologicals.com/index.php,San Ramon,,,"Research product distributor, Contract Services",,BPG,330
Autobahn Therapeutics,https://autobahntx.com/,San Diego,,,Remyelination program for multiple sclerosis,,BPG,331
Autonomous Medical Devices,https://amdilabs.com/,Santa Ana,,,POC Molecular Diagnostics,,BPG,332
Avacen Medical,https://avacen.com/,Carlsbad,,,Arthritis heat therapy device,,BPG,333
Avails Medical,https://availsmedical.com/,Menlo Park,,,FAST Diagnostics,,BPG,334
AvantGen,https://www.avantgen.com/,San Diego,,,"Yeast-Display Technology, Human Antibody Discovery",,BPG,335
Avantec Vascular,https://avantecvascular.com/,Sunnyvale,,,Medical devices and peripheral vascular devices,,BPG,336
Avax Technologies,https://www.otcmarkets.com/stock/AVXT/quote,,,,,"Avax Technologies, Inc. is a Philadelphia-based biotechnology company whose most advanced product candidate is MVax for melanoma.",Wikipedia,337
Avella Specialty Pharmacy,http://www.avella.com,,,,,"Avella Specialty Pharmacy, formerly known as The Apothecary Shops, is an American specialty pharmacy company. Avella is headquartered in Phoenix, Arizona, and has facilities in eight states. Dr.",Wikipedia,338
Avellino Laboratories,https://avellino.ai/,Menlo Park,,,"Gene Therapy, Molecular Diagnostics",,BPG,339
Avenda Health,https://avendahealth.com/,Culver City,,,Prostate Tissue Ablation,,BPG,340
Avenue Biosciences,https://www.avenuebiosciences.com/,Palo Alto,,,Protein Engineering,,BPG,341
Avenzo Therapeutics,https://avenzotx.com/,San Diego,,,Oncology Treatments,,BPG,342
Avenzoar Pharmaceuticals,https://www.avenzoarpharmaceuticals.com/,Los Angeles,,,Small molecule therapeutics for cancer,,BPG,343
Averto Medical,https://www.avertomed.com/,Fremont,,,Ostomy Avoidance,,BPG,344
Avesta76 Therapeutics,https://www.avestabio.com/,Los Angeles,,,Cancer Therapies,,BPG,345
Avidity Biosciences,https://www.aviditybiosciences.com/,San Diego,,,Antibody-Oligonucleotide Conjugates,,BPG,346
Avinger,https://www.lumivascular.us/,Redwood City,,,Arterial surgical devices,,BPG,347
Avirmax,https://avirmax.com/,Hayward,,,rAAV-mediated Gene Therapy Technology,,BPG,348
Avisi Technologies,https://avisitech.com/,Redwood City,,,Nanotechnology-enabled implant that controls intraocular pressure in the eye to treat open-angle glaucoma,,BPG,349
Aviva Systems Biology,https://www.avivasysbio.com/,San Diego,,,"Antibodies, Peptides, Kits, etc.",,BPG,350
Avive Solutions,https://www.avive.life/,Brisbane,,,Automated External Defibrillator,,BPG,351
Avvio Medical,https://avviomedical.com/,San Francisco,,,Kidney Stone Treatment,,BPG,352
Axbio,https://www.axbio.com/,Santa Clara,,,Biochips,,BPG,353
Axim Biotech,https://aximbiotech.com/,San Diego,,,Ophthalmological Diagnostics,,BPG,354
Axiom,https://axi.om/,San Francisco,,,AI Toxicity Modeling,,BPG,355
AxisPharm,https://axispharm.com/,San Diego,,,"Bioanalytical Services, Proteomics, ADC Linker and Bioconjugation Services",,BPG,356
Axon Therapies,https://axontherapies.com/,Santa Clara,,,Catheter Ablation System for Heart Failure,,BPG,357
Axonics,https://www.axonics.com/,Irvine,,,Sacral Neuromodulation Device,,BPG,358
Axxin,https://www.axxin.com/,El Segundo,,,Diagnostic system,,BPG,359
Azalea Therapeutics,https://azaleatx.com/,Berkeley,,,Engineering Cells Directly Inside Each Patient,,BPG,360
Azena Medical,https://www.azenamedical.com/,Walnut Creek,,,Pretty medical devices,,BPG,361
Azenta Life Sciences,https://www.azenta.com/,La Jolla,,,Automation Products,,BPG,362
Azora Therapeutics,https://www.azoratherapeutics.com/,Los Angeles,,,"Novel small molecule new chemical entities for the treatment of autoimmune, inflammatory diseases",,BPG,363
BALT,https://baltgroup.com/,Irvine,,,Products for the interventional access and treatment of neurovascular diseases,,BPG,364
BCN Biosciences,http://www.bcnbio.com/,Pasadena,,,"Small Molecules, Monoclonal Antibodies",,BPG,365
